Timestamp,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Load","GPU Temp"
17/12/2020 19:52:31 PM,96.80°F,95.00°F,98.60°F,98.60°F,100.40°F,24%,104.00°F
17/12/2020 19:52:36 PM,96.80°F,96.80°F,98.60°F,96.80°F,100.40°F,39%,105.80°F
17/12/2020 19:52:41 PM,96.80°F,98.60°F,96.80°F,96.80°F,98.60°F,33%,105.80°F
17/12/2020 19:52:46 PM,104.00°F,95.00°F,104.00°F,102.20°F,105.80°F,21%,104.00°F
17/12/2020 19:52:51 PM,93.20°F,91.40°F,96.80°F,91.40°F,96.80°F,25%,104.00°F
17/12/2020 19:52:56 PM,93.20°F,93.20°F,89.60°F,93.20°F,95.00°F,14%,104.00°F
17/12/2020 19:53:01 PM,89.60°F,89.60°F,89.60°F,91.40°F,95.00°F,18%,104.00°F
17/12/2020 19:53:06 PM,96.80°F,93.20°F,100.40°F,96.80°F,100.40°F,19%,104.00°F
17/12/2020 19:53:11 PM,95.00°F,91.40°F,95.00°F,95.00°F,95.00°F,25%,104.00°F
17/12/2020 19:53:16 PM,93.20°F,95.00°F,89.60°F,93.20°F,95.00°F,31%,104.00°F
17/12/2020 19:53:21 PM,93.20°F,91.40°F,93.20°F,93.20°F,96.80°F,21%,104.00°F
17/12/2020 19:53:26 PM,95.00°F,98.60°F,93.20°F,95.00°F,95.00°F,24%,104.00°F
17/12/2020 19:53:31 PM,100.40°F,95.00°F,100.40°F,98.60°F,100.40°F,32%,105.80°F
17/12/2020 19:53:36 PM,93.20°F,89.60°F,91.40°F,95.00°F,96.80°F,19%,105.80°F
17/12/2020 19:53:41 PM,95.00°F,93.20°F,98.60°F,100.40°F,98.60°F,25%,104.00°F
17/12/2020 19:53:46 PM,93.20°F,93.20°F,91.40°F,93.20°F,95.00°F,27%,105.80°F
17/12/2020 19:53:51 PM,95.00°F,96.80°F,95.00°F,96.80°F,96.80°F,26%,104.00°F
17/12/2020 19:53:56 PM,93.20°F,91.40°F,95.00°F,91.40°F,95.00°F,20%,104.00°F
17/12/2020 19:54:01 PM,98.60°F,95.00°F,100.40°F,96.80°F,100.40°F,25%,104.00°F
17/12/2020 19:54:06 PM,95.00°F,93.20°F,89.60°F,91.40°F,98.60°F,15%,104.00°F
17/12/2020 19:54:11 PM,95.00°F,91.40°F,87.80°F,93.20°F,95.00°F,24%,104.00°F
17/12/2020 19:54:16 PM,104.00°F,95.00°F,95.00°F,104.00°F,96.80°F,67%,104.00°F
17/12/2020 19:54:21 PM,96.80°F,93.20°F,89.60°F,96.80°F,96.80°F,20%,104.00°F
17/12/2020 19:54:26 PM,95.00°F,93.20°F,91.40°F,95.00°F,96.80°F,20%,104.00°F
17/12/2020 19:54:31 PM,95.00°F,93.20°F,96.80°F,96.80°F,98.60°F,18%,105.80°F
17/12/2020 19:54:36 PM,98.60°F,100.40°F,98.60°F,100.40°F,100.40°F,30%,104.00°F
17/12/2020 19:54:41 PM,93.20°F,91.40°F,89.60°F,95.00°F,95.00°F,17%,104.00°F
17/12/2020 19:54:46 PM,91.40°F,89.60°F,91.40°F,93.20°F,95.00°F,16%,104.00°F
17/12/2020 19:54:51 PM,91.40°F,91.40°F,89.60°F,95.00°F,95.00°F,25%,104.00°F
17/12/2020 19:54:56 PM,91.40°F,93.20°F,93.20°F,96.80°F,96.80°F,22%,105.80°F
17/12/2020 19:55:01 PM,89.60°F,93.20°F,95.00°F,93.20°F,96.80°F,16%,104.00°F
17/12/2020 19:55:06 PM,98.60°F,96.80°F,102.20°F,100.40°F,102.20°F,31%,104.00°F
17/12/2020 19:55:11 PM,93.20°F,98.60°F,91.40°F,95.00°F,95.00°F,25%,104.00°F
17/12/2020 19:55:16 PM,109.40°F,104.00°F,107.60°F,107.60°F,107.60°F,77%,104.00°F
17/12/2020 19:55:21 PM,100.40°F,95.00°F,93.20°F,93.20°F,98.60°F,21%,104.00°F
17/12/2020 19:55:26 PM,98.60°F,105.80°F,100.40°F,105.80°F,102.20°F,56%,105.80°F
17/12/2020 19:55:31 PM,113.00°F,105.80°F,107.60°F,111.20°F,111.20°F,98%,105.80°F
17/12/2020 19:55:36 PM,102.20°F,98.60°F,100.40°F,107.60°F,105.80°F,48%,105.80°F
17/12/2020 19:55:41 PM,98.60°F,96.80°F,100.40°F,96.80°F,102.20°F,20%,105.80°F
17/12/2020 19:55:46 PM,102.20°F,104.00°F,107.60°F,107.60°F,107.60°F,45%,105.80°F
17/12/2020 19:55:51 PM,107.60°F,113.00°F,107.60°F,109.40°F,111.20°F,82%,105.80°F
17/12/2020 19:55:56 PM,100.40°F,109.40°F,109.40°F,104.00°F,109.40°F,54%,105.80°F
17/12/2020 19:56:01 PM,96.80°F,104.00°F,95.00°F,98.60°F,100.40°F,23%,105.80°F
17/12/2020 19:56:06 PM,98.60°F,100.40°F,98.60°F,98.60°F,100.40°F,37%,105.80°F
17/12/2020 19:56:11 PM,96.80°F,96.80°F,100.40°F,96.80°F,102.20°F,19%,105.80°F
17/12/2020 19:56:16 PM,98.60°F,100.40°F,102.20°F,100.40°F,104.00°F,57%,105.80°F
17/12/2020 19:56:21 PM,100.40°F,98.60°F,96.80°F,100.40°F,100.40°F,31%,105.80°F
17/12/2020 19:56:26 PM,102.20°F,98.60°F,98.60°F,96.80°F,102.20°F,27%,105.80°F
17/12/2020 19:56:31 PM,96.80°F,95.00°F,100.40°F,96.80°F,100.40°F,28%,104.00°F
17/12/2020 19:56:36 PM,98.60°F,98.60°F,102.20°F,98.60°F,102.20°F,21%,105.80°F
17/12/2020 19:56:41 PM,96.80°F,95.00°F,98.60°F,95.00°F,98.60°F,23%,104.00°F
17/12/2020 19:56:46 PM,95.00°F,98.60°F,98.60°F,96.80°F,98.60°F,23%,104.00°F
17/12/2020 19:56:51 PM,91.40°F,96.80°F,91.40°F,98.60°F,96.80°F,55%,104.00°F
17/12/2020 19:56:56 PM,95.00°F,93.20°F,93.20°F,93.20°F,96.80°F,18%,105.80°F
17/12/2020 19:57:01 PM,100.40°F,95.00°F,98.60°F,96.80°F,100.40°F,24%,104.00°F
17/12/2020 19:57:06 PM,91.40°F,93.20°F,93.20°F,93.20°F,96.80°F,30%,104.00°F
17/12/2020 19:57:11 PM,102.20°F,98.60°F,102.20°F,95.00°F,102.20°F,26%,104.00°F
17/12/2020 19:57:16 PM,98.60°F,96.80°F,96.80°F,95.00°F,100.40°F,18%,105.80°F
17/12/2020 19:57:21 PM,96.80°F,98.60°F,100.40°F,96.80°F,100.40°F,20%,105.80°F
17/12/2020 19:57:26 PM,96.80°F,96.80°F,95.00°F,96.80°F,98.60°F,18%,104.00°F
17/12/2020 19:57:31 PM,96.80°F,98.60°F,100.40°F,96.80°F,100.40°F,22%,104.00°F
17/12/2020 19:57:36 PM,93.20°F,95.00°F,98.60°F,95.00°F,98.60°F,23%,105.80°F
17/12/2020 19:57:41 PM,98.60°F,104.00°F,98.60°F,104.00°F,98.60°F,50%,104.00°F
17/12/2020 19:57:46 PM,93.20°F,100.40°F,100.40°F,100.40°F,100.40°F,26%,104.00°F
17/12/2020 19:57:51 PM,93.20°F,100.40°F,100.40°F,96.80°F,100.40°F,21%,104.00°F
17/12/2020 19:57:56 PM,95.00°F,96.80°F,93.20°F,98.60°F,96.80°F,26%,104.00°F
17/12/2020 19:58:01 PM,95.00°F,95.00°F,91.40°F,93.20°F,96.80°F,19%,105.80°F
17/12/2020 19:58:06 PM,102.20°F,100.40°F,102.20°F,100.40°F,102.20°F,52%,105.80°F
17/12/2020 19:58:11 PM,93.20°F,96.80°F,95.00°F,96.80°F,98.60°F,25%,104.00°F
17/12/2020 19:58:16 PM,93.20°F,93.20°F,95.00°F,93.20°F,96.80°F,17%,104.00°F
17/12/2020 19:58:21 PM,93.20°F,96.80°F,96.80°F,98.60°F,98.60°F,26%,104.00°F
17/12/2020 19:58:26 PM,102.20°F,98.60°F,93.20°F,96.80°F,96.80°F,46%,104.00°F
17/12/2020 19:58:31 PM,93.20°F,95.00°F,91.40°F,93.20°F,95.00°F,32%,104.00°F
17/12/2020 19:58:36 PM,95.00°F,104.00°F,104.00°F,105.80°F,105.80°F,44%,104.00°F
17/12/2020 19:58:41 PM,91.40°F,95.00°F,87.80°F,91.40°F,93.20°F,25%,104.00°F
17/12/2020 19:58:46 PM,102.20°F,98.60°F,102.20°F,102.20°F,102.20°F,23%,104.00°F
17/12/2020 19:58:51 PM,102.20°F,95.00°F,93.20°F,93.20°F,96.80°F,23%,104.00°F
17/12/2020 19:58:56 PM,95.00°F,98.60°F,93.20°F,96.80°F,98.60°F,28%,104.00°F
17/12/2020 19:59:01 PM,96.80°F,95.00°F,95.00°F,95.00°F,96.80°F,27%,105.80°F
17/12/2020 19:59:06 PM,95.00°F,96.80°F,98.60°F,95.00°F,98.60°F,28%,104.00°F
17/12/2020 19:59:11 PM,93.20°F,95.00°F,98.60°F,93.20°F,98.60°F,23%,104.00°F
17/12/2020 19:59:16 PM,95.00°F,102.20°F,95.00°F,107.60°F,96.80°F,17%,104.00°F
17/12/2020 19:59:21 PM,91.40°F,93.20°F,93.20°F,93.20°F,96.80°F,27%,104.00°F
17/12/2020 19:59:26 PM,95.00°F,96.80°F,100.40°F,98.60°F,100.40°F,28%,104.00°F
17/12/2020 19:59:31 PM,93.20°F,95.00°F,91.40°F,91.40°F,95.00°F,27%,104.00°F
17/12/2020 19:59:36 PM,91.40°F,93.20°F,91.40°F,93.20°F,95.00°F,19%,104.00°F
17/12/2020 19:59:41 PM,96.80°F,96.80°F,91.40°F,98.60°F,96.80°F,33%,104.00°F
17/12/2020 19:59:46 PM,91.40°F,95.00°F,100.40°F,96.80°F,100.40°F,13%,105.80°F
17/12/2020 19:59:51 PM,93.20°F,95.00°F,89.60°F,91.40°F,95.00°F,17%,104.00°F
17/12/2020 19:59:56 PM,89.60°F,93.20°F,91.40°F,91.40°F,95.00°F,23%,104.00°F
17/12/2020 20:00:01 PM,96.80°F,105.80°F,105.80°F,98.60°F,105.80°F,54%,104.00°F
17/12/2020 20:00:06 PM,96.80°F,96.80°F,98.60°F,96.80°F,100.40°F,25%,104.00°F
17/12/2020 20:00:11 PM,91.40°F,95.00°F,91.40°F,95.00°F,98.60°F,21%,104.00°F
17/12/2020 20:00:16 PM,91.40°F,93.20°F,95.00°F,93.20°F,96.80°F,23%,104.00°F
17/12/2020 20:00:21 PM,91.40°F,91.40°F,91.40°F,93.20°F,95.00°F,22%,104.00°F
17/12/2020 20:00:26 PM,111.20°F,100.40°F,105.80°F,113.00°F,109.40°F,98%,104.00°F
17/12/2020 20:00:31 PM,95.00°F,102.20°F,91.40°F,95.00°F,98.60°F,21%,104.00°F
17/12/2020 20:00:36 PM,96.80°F,105.80°F,100.40°F,98.60°F,100.40°F,49%,104.00°F
17/12/2020 20:00:41 PM,95.00°F,96.80°F,95.00°F,95.00°F,100.40°F,25%,104.00°F
17/12/2020 20:00:46 PM,95.00°F,105.80°F,96.80°F,98.60°F,98.60°F,33%,104.00°F
17/12/2020 20:00:51 PM,93.20°F,95.00°F,95.00°F,93.20°F,96.80°F,24%,104.00°F
17/12/2020 20:00:56 PM,93.20°F,93.20°F,93.20°F,95.00°F,96.80°F,29%,104.00°F
17/12/2020 20:01:01 PM,93.20°F,91.40°F,91.40°F,93.20°F,96.80°F,26%,104.00°F
17/12/2020 20:01:06 PM,93.20°F,91.40°F,89.60°F,95.00°F,95.00°F,29%,105.80°F
17/12/2020 20:01:11 PM,95.00°F,93.20°F,95.00°F,95.00°F,95.00°F,33%,104.00°F
17/12/2020 20:01:16 PM,91.40°F,91.40°F,91.40°F,93.20°F,96.80°F,25%,104.00°F
17/12/2020 20:01:21 PM,98.60°F,96.80°F,100.40°F,96.80°F,100.40°F,58%,104.00°F
17/12/2020 20:01:26 PM,98.60°F,96.80°F,100.40°F,96.80°F,100.40°F,25%,104.00°F
17/12/2020 20:01:31 PM,96.80°F,98.60°F,105.80°F,113.00°F,107.60°F,94%,104.00°F
17/12/2020 20:01:36 PM,98.60°F,98.60°F,93.20°F,98.60°F,96.80°F,21%,104.00°F
17/12/2020 20:01:41 PM,107.60°F,107.60°F,104.00°F,107.60°F,107.60°F,22%,104.00°F
17/12/2020 20:01:46 PM,93.20°F,96.80°F,91.40°F,93.20°F,96.80°F,22%,104.00°F
17/12/2020 20:01:51 PM,102.20°F,93.20°F,93.20°F,104.00°F,95.00°F,19%,104.00°F
17/12/2020 20:01:56 PM,93.20°F,89.60°F,87.80°F,93.20°F,93.20°F,21%,104.00°F
17/12/2020 20:02:01 PM,93.20°F,93.20°F,91.40°F,93.20°F,96.80°F,20%,104.00°F
17/12/2020 20:02:06 PM,93.20°F,95.00°F,91.40°F,93.20°F,95.00°F,23%,104.00°F
17/12/2020 20:02:11 PM,91.40°F,89.60°F,89.60°F,91.40°F,96.80°F,22%,104.00°F
17/12/2020 20:02:16 PM,91.40°F,91.40°F,89.60°F,91.40°F,95.00°F,22%,104.00°F
17/12/2020 20:02:21 PM,96.80°F,96.80°F,100.40°F,96.80°F,100.40°F,21%,104.00°F
17/12/2020 20:02:26 PM,91.40°F,91.40°F,96.80°F,96.80°F,96.80°F,25%,104.00°F
17/12/2020 20:02:31 PM,91.40°F,91.40°F,91.40°F,91.40°F,96.80°F,21%,104.00°F
17/12/2020 20:02:36 PM,93.20°F,91.40°F,87.80°F,93.20°F,95.00°F,28%,104.00°F
17/12/2020 20:02:41 PM,95.00°F,96.80°F,93.20°F,95.00°F,95.00°F,24%,104.00°F
17/12/2020 20:02:46 PM,98.60°F,96.80°F,98.60°F,98.60°F,98.60°F,31%,105.80°F
17/12/2020 20:02:51 PM,96.80°F,100.40°F,100.40°F,102.20°F,104.00°F,59%,105.80°F
17/12/2020 20:02:56 PM,98.60°F,100.40°F,100.40°F,98.60°F,102.20°F,34%,105.80°F
17/12/2020 20:03:01 PM,98.60°F,96.80°F,100.40°F,98.60°F,102.20°F,38%,105.80°F
17/12/2020 20:03:06 PM,100.40°F,98.60°F,100.40°F,96.80°F,100.40°F,32%,105.80°F
17/12/2020 20:03:11 PM,102.20°F,104.00°F,105.80°F,100.40°F,105.80°F,62%,105.80°F
17/12/2020 20:03:16 PM,98.60°F,100.40°F,98.60°F,102.20°F,100.40°F,35%,105.80°F
17/12/2020 20:03:21 PM,98.60°F,102.20°F,102.20°F,98.60°F,102.20°F,27%,105.80°F
17/12/2020 20:03:26 PM,96.80°F,96.80°F,100.40°F,98.60°F,100.40°F,26%,105.80°F
17/12/2020 20:03:31 PM,95.00°F,95.00°F,95.00°F,95.00°F,96.80°F,17%,105.80°F
17/12/2020 20:03:36 PM,95.00°F,93.20°F,93.20°F,96.80°F,95.00°F,24%,105.80°F
17/12/2020 20:03:41 PM,93.20°F,95.00°F,93.20°F,95.00°F,96.80°F,22%,105.80°F
17/12/2020 20:03:46 PM,95.00°F,95.00°F,89.60°F,93.20°F,96.80°F,20%,105.80°F
17/12/2020 20:03:51 PM,95.00°F,91.40°F,91.40°F,95.00°F,96.80°F,17%,104.00°F
17/12/2020 20:03:56 PM,91.40°F,91.40°F,91.40°F,89.60°F,96.80°F,29%,104.00°F
17/12/2020 20:04:01 PM,95.00°F,96.80°F,93.20°F,96.80°F,98.60°F,52%,105.80°F
17/12/2020 20:04:06 PM,95.00°F,98.60°F,98.60°F,95.00°F,98.60°F,19%,104.00°F
17/12/2020 20:04:11 PM,95.00°F,98.60°F,95.00°F,95.00°F,96.80°F,21%,105.80°F
17/12/2020 20:04:16 PM,95.00°F,98.60°F,91.40°F,98.60°F,96.80°F,23%,105.80°F
17/12/2020 20:04:21 PM,89.60°F,100.40°F,91.40°F,95.00°F,96.80°F,21%,104.00°F
17/12/2020 20:04:26 PM,96.80°F,95.00°F,98.60°F,93.20°F,98.60°F,21%,105.80°F
17/12/2020 20:04:31 PM,93.20°F,93.20°F,95.00°F,95.00°F,96.80°F,22%,104.00°F
17/12/2020 20:04:36 PM,89.60°F,89.60°F,87.80°F,93.20°F,93.20°F,20%,104.00°F
17/12/2020 20:04:41 PM,91.40°F,89.60°F,87.80°F,91.40°F,93.20°F,22%,104.00°F
17/12/2020 20:04:46 PM,87.80°F,89.60°F,87.80°F,91.40°F,93.20°F,20%,104.00°F
17/12/2020 20:04:51 PM,95.00°F,95.00°F,95.00°F,96.80°F,95.00°F,25%,105.80°F
17/12/2020 20:04:56 PM,93.20°F,91.40°F,89.60°F,98.60°F,95.00°F,20%,104.00°F
17/12/2020 20:05:01 PM,96.80°F,95.00°F,93.20°F,104.00°F,98.60°F,47%,104.00°F
17/12/2020 20:05:06 PM,91.40°F,98.60°F,96.80°F,96.80°F,98.60°F,30%,104.00°F
17/12/2020 20:05:11 PM,91.40°F,91.40°F,91.40°F,95.00°F,93.20°F,20%,104.00°F
17/12/2020 20:05:16 PM,102.20°F,102.20°F,107.60°F,98.60°F,107.60°F,55%,104.00°F
17/12/2020 20:05:21 PM,95.00°F,95.00°F,93.20°F,96.80°F,98.60°F,24%,105.80°F
17/12/2020 20:05:26 PM,100.40°F,95.00°F,98.60°F,95.00°F,100.40°F,35%,105.80°F
17/12/2020 20:05:31 PM,98.60°F,100.40°F,104.00°F,105.80°F,107.60°F,58%,104.00°F
17/12/2020 20:05:36 PM,91.40°F,91.40°F,96.80°F,98.60°F,100.40°F,24%,104.00°F
17/12/2020 20:05:41 PM,96.80°F,96.80°F,96.80°F,98.60°F,98.60°F,34%,104.00°F
17/12/2020 20:05:46 PM,93.20°F,96.80°F,96.80°F,98.60°F,98.60°F,30%,104.00°F
17/12/2020 20:05:51 PM,95.00°F,96.80°F,96.80°F,98.60°F,96.80°F,28%,104.00°F
17/12/2020 20:05:56 PM,96.80°F,102.20°F,95.00°F,98.60°F,98.60°F,47%,104.00°F
17/12/2020 20:06:01 PM,91.40°F,91.40°F,89.60°F,93.20°F,95.00°F,17%,104.00°F
17/12/2020 20:06:06 PM,93.20°F,93.20°F,96.80°F,102.20°F,98.60°F,25%,104.00°F
17/12/2020 20:06:11 PM,93.20°F,93.20°F,91.40°F,93.20°F,95.00°F,25%,104.00°F
17/12/2020 20:06:16 PM,95.00°F,93.20°F,96.80°F,93.20°F,96.80°F,21%,104.00°F
17/12/2020 20:06:21 PM,87.80°F,93.20°F,86.00°F,93.20°F,95.00°F,21%,104.00°F
17/12/2020 20:06:26 PM,95.00°F,95.00°F,96.80°F,91.40°F,98.60°F,32%,104.00°F
17/12/2020 20:06:31 PM,95.00°F,95.00°F,95.00°F,95.00°F,96.80°F,19%,104.00°F
17/12/2020 20:06:36 PM,95.00°F,93.20°F,91.40°F,100.40°F,95.00°F,25%,104.00°F
17/12/2020 20:06:41 PM,93.20°F,93.20°F,91.40°F,96.80°F,95.00°F,25%,104.00°F
17/12/2020 20:06:46 PM,95.00°F,93.20°F,95.00°F,98.60°F,95.00°F,21%,104.00°F
17/12/2020 20:06:51 PM,89.60°F,95.00°F,95.00°F,95.00°F,96.80°F,25%,104.00°F
17/12/2020 20:06:56 PM,93.20°F,96.80°F,93.20°F,96.80°F,98.60°F,32%,104.00°F
17/12/2020 20:07:01 PM,96.80°F,95.00°F,95.00°F,96.80°F,96.80°F,21%,104.00°F
17/12/2020 20:07:06 PM,91.40°F,95.00°F,95.00°F,91.40°F,96.80°F,17%,104.00°F
17/12/2020 20:07:11 PM,104.00°F,93.20°F,91.40°F,102.20°F,95.00°F,55%,104.00°F
17/12/2020 20:07:16 PM,91.40°F,102.20°F,98.60°F,91.40°F,98.60°F,29%,104.00°F
17/12/2020 20:07:21 PM,96.80°F,102.20°F,100.40°F,95.00°F,100.40°F,35%,104.00°F
17/12/2020 20:07:26 PM,91.40°F,96.80°F,89.60°F,93.20°F,96.80°F,22%,104.00°F
17/12/2020 20:07:31 PM,91.40°F,91.40°F,91.40°F,93.20°F,95.00°F,21%,104.00°F
17/12/2020 20:07:36 PM,89.60°F,95.00°F,95.00°F,95.00°F,96.80°F,20%,105.80°F
17/12/2020 20:07:41 PM,91.40°F,93.20°F,89.60°F,93.20°F,95.00°F,24%,104.00°F
17/12/2020 20:07:46 PM,91.40°F,91.40°F,93.20°F,95.00°F,96.80°F,27%,104.00°F
17/12/2020 20:07:51 PM,89.60°F,96.80°F,89.60°F,93.20°F,95.00°F,25%,104.00°F
17/12/2020 20:07:56 PM,93.20°F,93.20°F,96.80°F,95.00°F,96.80°F,23%,105.80°F
17/12/2020 20:08:01 PM,98.60°F,98.60°F,100.40°F,100.40°F,100.40°F,44%,105.80°F
17/12/2020 20:08:06 PM,100.40°F,95.00°F,100.40°F,102.20°F,102.20°F,29%,104.00°F
17/12/2020 20:08:11 PM,100.40°F,98.60°F,96.80°F,96.80°F,98.60°F,37%,105.80°F
17/12/2020 20:08:16 PM,100.40°F,104.00°F,105.80°F,104.00°F,105.80°F,55%,105.80°F
17/12/2020 20:08:21 PM,96.80°F,96.80°F,98.60°F,98.60°F,98.60°F,20%,105.80°F
17/12/2020 20:08:26 PM,96.80°F,96.80°F,98.60°F,96.80°F,100.40°F,23%,105.80°F
17/12/2020 20:08:31 PM,95.00°F,95.00°F,96.80°F,95.00°F,96.80°F,17%,105.80°F
17/12/2020 20:08:36 PM,89.60°F,91.40°F,89.60°F,91.40°F,93.20°F,18%,104.00°F
17/12/2020 20:08:41 PM,91.40°F,95.00°F,89.60°F,93.20°F,95.00°F,23%,105.80°F
17/12/2020 20:08:46 PM,95.00°F,98.60°F,93.20°F,95.00°F,95.00°F,9%,105.80°F
17/12/2020 20:08:51 PM,93.20°F,95.00°F,95.00°F,93.20°F,95.00°F,30%,105.80°F
17/12/2020 20:08:56 PM,91.40°F,95.00°F,93.20°F,93.20°F,96.80°F,23%,104.00°F
17/12/2020 20:09:01 PM,95.00°F,93.20°F,89.60°F,95.00°F,96.80°F,18%,105.80°F
17/12/2020 20:09:06 PM,95.00°F,98.60°F,98.60°F,95.00°F,100.40°F,31%,104.00°F
17/12/2020 20:09:11 PM,98.60°F,93.20°F,89.60°F,96.80°F,95.00°F,32%,105.80°F
17/12/2020 20:09:16 PM,95.00°F,93.20°F,96.80°F,93.20°F,98.60°F,32%,104.00°F
17/12/2020 20:09:21 PM,96.80°F,93.20°F,96.80°F,96.80°F,96.80°F,24%,104.00°F
17/12/2020 20:09:26 PM,96.80°F,96.80°F,98.60°F,98.60°F,98.60°F,16%,104.00°F
17/12/2020 20:09:31 PM,95.00°F,96.80°F,93.20°F,95.00°F,96.80°F,19%,105.80°F
17/12/2020 20:09:36 PM,95.00°F,91.40°F,93.20°F,95.00°F,95.00°F,13%,105.80°F
17/12/2020 20:09:41 PM,95.00°F,102.20°F,96.80°F,95.00°F,98.60°F,20%,104.00°F
17/12/2020 20:09:46 PM,96.80°F,95.00°F,96.80°F,95.00°F,96.80°F,13%,105.80°F
17/12/2020 20:09:51 PM,98.60°F,95.00°F,98.60°F,104.00°F,98.60°F,43%,105.80°F
17/12/2020 20:09:56 PM,93.20°F,96.80°F,95.00°F,93.20°F,96.80°F,27%,104.00°F
17/12/2020 20:10:01 PM,95.00°F,95.00°F,95.00°F,93.20°F,96.80°F,26%,104.00°F
17/12/2020 20:10:06 PM,95.00°F,91.40°F,91.40°F,93.20°F,96.80°F,17%,105.80°F
17/12/2020 20:10:11 PM,95.00°F,91.40°F,95.00°F,93.20°F,96.80°F,17%,104.00°F
17/12/2020 20:10:16 PM,93.20°F,91.40°F,89.60°F,93.20°F,95.00°F,21%,104.00°F
17/12/2020 20:10:21 PM,95.00°F,95.00°F,93.20°F,96.80°F,96.80°F,21%,105.80°F
17/12/2020 20:10:26 PM,91.40°F,93.20°F,89.60°F,91.40°F,96.80°F,22%,105.80°F
17/12/2020 20:10:31 PM,91.40°F,89.60°F,89.60°F,91.40°F,93.20°F,18%,105.80°F
17/12/2020 20:10:36 PM,89.60°F,89.60°F,87.80°F,89.60°F,93.20°F,17%,104.00°F
17/12/2020 20:10:41 PM,89.60°F,89.60°F,87.80°F,93.20°F,91.40°F,19%,105.80°F
17/12/2020 20:10:46 PM,89.60°F,89.60°F,87.80°F,89.60°F,91.40°F,15%,104.00°F
17/12/2020 20:10:51 PM,89.60°F,87.80°F,87.80°F,89.60°F,93.20°F,14%,104.00°F
17/12/2020 20:10:56 PM,91.40°F,87.80°F,87.80°F,91.40°F,91.40°F,20%,105.80°F
17/12/2020 20:11:01 PM,98.60°F,95.00°F,98.60°F,98.60°F,98.60°F,46%,104.00°F
17/12/2020 20:11:06 PM,91.40°F,89.60°F,89.60°F,93.20°F,93.20°F,30%,104.00°F
17/12/2020 20:11:11 PM,87.80°F,89.60°F,89.60°F,91.40°F,95.00°F,35%,105.80°F
17/12/2020 20:11:16 PM,87.80°F,91.40°F,87.80°F,89.60°F,91.40°F,15%,104.00°F
17/12/2020 20:11:21 PM,87.80°F,89.60°F,86.00°F,87.80°F,91.40°F,22%,105.80°F
17/12/2020 20:11:26 PM,87.80°F,89.60°F,84.20°F,87.80°F,89.60°F,20%,105.80°F
17/12/2020 20:11:31 PM,89.60°F,89.60°F,87.80°F,87.80°F,91.40°F,20%,105.80°F
17/12/2020 20:11:36 PM,87.80°F,91.40°F,86.00°F,89.60°F,89.60°F,19%,104.00°F
17/12/2020 20:11:41 PM,95.00°F,96.80°F,87.80°F,89.60°F,91.40°F,27%,105.80°F
17/12/2020 20:11:46 PM,89.60°F,87.80°F,86.00°F,87.80°F,91.40°F,18%,104.00°F
17/12/2020 20:11:51 PM,87.80°F,87.80°F,87.80°F,89.60°F,89.60°F,14%,104.00°F
17/12/2020 20:11:56 PM,86.00°F,86.00°F,84.20°F,87.80°F,91.40°F,18%,104.00°F
17/12/2020 20:12:01 PM,87.80°F,89.60°F,87.80°F,89.60°F,93.20°F,23%,105.80°F
17/12/2020 20:12:06 PM,95.00°F,100.40°F,96.80°F,96.80°F,100.40°F,41%,105.80°F
17/12/2020 20:12:11 PM,84.20°F,89.60°F,86.00°F,89.60°F,89.60°F,17%,105.80°F
17/12/2020 20:12:16 PM,86.00°F,87.80°F,86.00°F,84.20°F,89.60°F,17%,104.00°F
17/12/2020 20:12:21 PM,89.60°F,91.40°F,86.00°F,87.80°F,89.60°F,15%,105.80°F
17/12/2020 20:12:26 PM,86.00°F,89.60°F,86.00°F,87.80°F,87.80°F,16%,105.80°F
17/12/2020 20:12:31 PM,86.00°F,89.60°F,89.60°F,87.80°F,91.40°F,15%,105.80°F
17/12/2020 20:12:36 PM,87.80°F,89.60°F,89.60°F,93.20°F,91.40°F,18%,104.00°F
17/12/2020 20:12:41 PM,86.00°F,87.80°F,84.20°F,84.20°F,89.60°F,14%,105.80°F
17/12/2020 20:12:46 PM,82.40°F,87.80°F,84.20°F,86.00°F,89.60°F,18%,105.80°F
17/12/2020 20:12:51 PM,87.80°F,86.00°F,86.00°F,86.00°F,89.60°F,17%,105.80°F
17/12/2020 20:12:56 PM,84.20°F,86.00°F,84.20°F,87.80°F,89.60°F,13%,105.80°F
17/12/2020 20:13:01 PM,86.00°F,87.80°F,84.20°F,89.60°F,89.60°F,16%,104.00°F
17/12/2020 20:13:06 PM,86.00°F,87.80°F,82.40°F,87.80°F,89.60°F,17%,104.00°F
17/12/2020 20:13:11 PM,86.00°F,87.80°F,86.00°F,86.00°F,89.60°F,15%,105.80°F
17/12/2020 20:13:16 PM,82.40°F,87.80°F,84.20°F,86.00°F,87.80°F,13%,105.80°F
17/12/2020 20:13:21 PM,84.20°F,89.60°F,84.20°F,84.20°F,89.60°F,13%,105.80°F
17/12/2020 20:13:26 PM,84.20°F,86.00°F,82.40°F,86.00°F,89.60°F,11%,105.80°F
17/12/2020 20:13:31 PM,87.80°F,86.00°F,82.40°F,86.00°F,87.80°F,15%,105.80°F
